Id,Id2,Geography,Total; Estimate; Population 5 years and over,Total; Estimate; Speak only English,Total; Margin of Error; Speak only English
0500000US42077,42077,"Lehigh County, Pennsylvania",330788,77.9,0.6
0500000US48055,48055,"Caldwell County, Texas",35965,70.7,2.1
0500000US01059,1059,"Franklin County, Alabama",29420,86.8,0.9
0500000US37163,37163,"Sampson County, North Carolina",59427,84.3,0.6
0500000US32013,32013,"Humboldt County, Nevada",15522,80.8,2.1
0500000US48121,48121,"Denton County, Texas",638232,78,0.3
0500000US48473,48473,"Waller County, Texas",40774,76.3,1.4
0500000US48437,48437,"Swisher County, Texas",7181,74.8,2.6
0500000US48325,48325,"Medina County, Texas",43590,66,2
0500000US40007,40007,"Beaver County, Oklahoma",5248,82.2,2.3
0500000US41059,41059,"Umatilla County, Oregon",70683,79.2,0.8
0500000US35009,35009,"Curry County, New Mexico",44982,75.4,1.5
0500000US35001,35001,"Bernalillo County, New Mexico",622686,69,0.7
0500000US16073,16073,"Owyhee County, Idaho",10669,78.8,1.9
0500000US08125,8125,"Yuma County, Colorado",9303,84.5,2.8
0500000US16031,16031,"Cassia County, Idaho",21010,80.6,1.5
0500000US53071,53071,"Walla Walla County, Washington",55502,80.3,1.2
0500000US40025,40025,"Cimarron County, Oklahoma",2281,79.3,3.3
0500000US36071,36071,"Orange County, New York",348016,76.6,0.6
0500000US48319,48319,"Mason County, Texas",3816,83,3.7
0500000US48327,48327,"Menard County, Texas",2093,72.4,6.6
0500000US48153,48153,"Floyd County, Texas",5899,63.2,2.8
0500000US13271,13271,"Telfair County, Georgia",15502,87.7,1
0500000US32027,32027,"Pershing County, Nevada",6433,80.1,1.9
0500000US24033,24033,"Prince George's County, Maryland",814255,79.2,0.4
0500000US06045,6045,"Mendocino County, California",82361,78.8,0.9
0500000US34027,34027,"Morris County, New Jersey",468603,76.1,0.5
0500000US48085,48085,"Collin County, Texas",753141,75.2,0.4
0500000US08099,8099,"Prowers County, Colorado",11526,73.9,2.9
0500000US48483,48483,"Wheeler County, Texas",5106,80.7,2.4
0500000US41051,41051,"Multnomah County, Oregon",701484,80.4,0.5
0500000US02150,2150,"Kodiak Island Borough, Alaska",12736,77.3,2.5
0500000US32031,32031,"Washoe County, Nevada",398052,77.1,0.6
0500000US09003,9003,"Hartford County, Connecticut",845901,75.4,0.3
0500000US35006,35006,"Cibola County, New Mexico",25345,55.7,2.4
0500000US13071,13071,"Colquitt County, Georgia",42000,82.9,1
0500000US13089,13089,"DeKalb County, Georgia",648779,81.4,0.4
0500000US36103,36103,"Suffolk County, New York",1411618,79.2,0.3
0500000US06041,6041,"Marin County, California",241085,77,0.7
0500000US25017,25017,"Middlesex County, Massachusetts",1436028,75,0.3
0500000US04003,4003,"Cochise County, Arizona",122667,72.6,0.8
0500000US19127,19127,"Marshall County, Iowa",37959,81.6,0.9
0500000US37063,37063,"Durham County, North Carolina",256375,80.6,0.5
0500000US08005,8005,"Arapahoe County, Colorado",544932,77.9,0.5
0500000US48413,48413,"Schleicher County, Texas",3051,65.8,3.9
0500000US02185,2185,"North Slope Borough, Alaska",8724,64,3
0500000US17017,17017,"Cass County, Illinois",12692,83.1,1.4
0500000US48045,48045,"Briscoe County, Texas",1521,80.4,4.9
0500000US15009,15009,"Maui County, Hawaii",146586,79.3,1.1
0500000US41067,41067,"Washington County, Oregon",501826,76.7,0.5
0500000US48481,48481,"Wharton County, Texas",38257,73.4,2
0500000US48415,48415,"Scurry County, Texas",15745,71.3,2.5
0500000US35061,35061,"Valencia County, New Mexico",71267,66.3,1.5
0500000US04012,4012,"La Paz County, Arizona",19457,81.2,1.4
0500000US12111,12111,"St. Lucie County, Florida",264994,79.5,0.8
0500000US27123,27123,"Ramsey County, Minnesota",479811,79.2,0.4
0500000US27165,27165,"Watonwan County, Minnesota",10408,79.2,1
0500000US48219,48219,"Hockley County, Texas",21447,68.6,2
0500000US04017,4017,"Navajo County, Arizona",98921,63.2,1.2
0500000US40059,40059,"Harper County, Oklahoma",3430,82.8,0.6
0500000US12043,12043,"Glades County, Florida",12305,79.3,2.4
0500000US42101,42101,"Philadelphia County, Pennsylvania",1432316,78.5,0.3
0500000US48041,48041,"Brazos County, Texas",184912,76.9,0.8
0500000US53007,53007,"Chelan County, Washington",68057,75.8,0.8
0500000US51840,51840,"Winchester city, Virginia",24773,82.3,1.6
0500000US48275,48275,"Knox County, Texas",3450,78.4,2
0500000US25009,25009,"Essex County, Massachusetts",707345,76,0.3
0500000US06115,6115,"Yuba County, California",66364,75.3,1.7
0500000US20093,20093,"Kearny County, Kansas",3648,74.4,3
0500000US17043,17043,"DuPage County, Illinois",866609,73.7,0.4
0500000US48409,48409,"San Patricio County, Texas",60397,64.2,0.9
0500000US13003,13003,"Atkinson County, Georgia",7627,79.5,1.1
0500000US12057,12057,"Hillsborough County, Florida",1176161,73.6,0.3
0500000US12071,12071,"Lee County, Florida",601185,78.8,0.5
0500000US04013,4013,"Maricopa County, Arizona",3610510,73.7,0.2
0500000US08109,8109,"Saguache County, Colorado",5772,65.3,2.3
0500000US06051,6051,"Mono County, California",13380,77.6,3.2
0500000US12087,12087,"Monroe County, Florida",70909,77.1,0.9
0500000US34035,34035,"Somerset County, New Jersey",307348,70.4,0.6
0500000US51107,51107,"Loudoun County, Virginia",298849,70.4,0.6
0500000US05143,5143,"Washington County, Arkansas",192358,82,0.6
0500000US48087,48087,"Collingsworth County, Texas",2815,76.2,4.8
0500000US05149,5149,"Yell County, Arkansas",20509,80.9,1
0500000US13063,13063,"Clayton County, Georgia",240742,79.5,0.8
0500000US25013,25013,"Hampden County, Massachusetts",437520,74.9,0.5
0500000US48021,48021,"Bastrop County, Texas",69897,73.4,1.5
0500000US48211,48211,"Hemphill County, Texas",3690,76.7,5.1
0500000US17097,17097,"Lake County, Illinois",656905,72.2,0.4
0500000US48329,48329,"Midland County, Texas",130682,70,1.2
0500000US31151,31151,"Saline County, Nebraska",13358,79.5,3.3
0500000US41045,41045,"Malheur County, Oregon",28706,75.5,1.7
0500000US29211,29211,"Sullivan County, Missouri",6212,83.3,1.6
0500000US37105,37105,"Lee County, North Carolina",54560,81.7,0.7
0500000US20047,20047,"Edwards County, Kansas",2831,81,1.4
0500000US53033,53033,"King County, Washington",1851646,74.1,0.3
0500000US48189,48189,"Hale County, Texas",33161,62.5,1.6
0500000US20171,20171,"Scott County, Kansas",4582,80.1,7.3
0500000US20203,20203,"Wichita County, Kansas",2064,74.9,7.1
0500000US06097,6097,"Sonoma County, California",459962,74.5,0.5
0500000US48255,48255,"Karnes County, Texas",14108,65.3,2.2
0500000US48295,48295,"Lipscomb County, Texas",3063,76.3,4.3
0500000US48227,48227,"Howard County, Texas",33017,71.6,1.4
0500000US48349,48349,"Navarro County, Texas",44400,79.5,1.1
0500000US41047,41047,"Marion County, Oregon",295282,74.7,0.7
0500000US08087,8087,"Morgan County, Colorado",26181,73.5,2
0500000US36059,36059,"Nassau County, New York",1270496,72.1,0.3
0500000US34021,34021,"Mercer County, New Jersey",346447,71.8,0.6
0500000US36085,36085,"Richmond County, New York",442114,69.7,0.7
0500000US48137,48137,"Edwards County, Texas",1992,50.2,8.2
0500000US51660,51660,"Harrisonburg city, Virginia",47421,78.2,1.3
0500000US08045,8045,"Garfield County, Colorado",52326,75.2,1.2
0500000US48355,48355,"Nueces County, Texas",320314,59.8,0.7
0500000US48243,48243,"Jeff Davis County, Texas",2218,55.2,8.7
0500000US31079,31079,"Hall County, Nebraska",54769,80.4,1.2
0500000US34001,34001,"Atlantic County, New Jersey",258301,74.1,0.6
0500000US35035,35035,"Otero County, New Mexico",59856,71.4,1.3
0500000US48305,48305,"Lynn County, Texas",5417,65.2,2.6
0500000US35049,35049,"Santa Fe County, New Mexico",137484,63.9,1
0500000US19047,19047,"Crawford County, Iowa",15926,77.5,2.3
0500000US48317,48317,"Martin County, Texas",4568,70.6,4.6
0500000US06095,6095,"Solano County, California",390682,70.4,0.6
0500000US48107,48107,"Crosby County, Texas",5580,67.1,2.3
0500000US48207,48207,"Haskell County, Texas",5577,81.1,2.6
0500000US20075,20075,"Hamilton County, Kansas",2443,74.8,5
0500000US08031,8031,"Denver County, Colorado",575159,73.1,0.5
0500000US48057,48057,"Calhoun County, Texas",19987,72.2,2.6
0500000US48463,48463,"Uvalde County, Texas",24529,46.6,2.7
0500000US13259,13259,"Stewart County, Georgia",5762,85.2,2.5
0500000US51510,51510,"Alexandria city, Virginia",133221,68.9,1.1
0500000US04001,4001,"Apache County, Arizona",66108,43,1.2
0500000US48173,48173,"Glasscock County, Texas",1119,73,10.4
0500000US51153,51153,"Prince William County, Virginia",382771,69.8,0.6
0500000US20081,20081,"Haskell County, Kansas",3942,66.4,3.5
0500000US35047,35047,"San Miguel County, New Mexico",27480,44.3,2.3
0500000US16047,16047,"Gooding County, Idaho",14131,79.5,2.4
0500000US34011,34011,"Cumberland County, New Jersey",146557,74.7,0.6
0500000US48063,48063,"Camp County, Texas",11560,78.8,1.2
0500000US16067,16067,"Minidoka County, Idaho",18445,72.4,1.9
0500000US09001,9001,"Fairfield County, Connecticut",870328,71.8,0.4
0500000US08065,8065,"Lake County, Colorado",6760,71.2,6
0500000US48177,48177,"Gonzales County, Texas",18438,61.2,2.6
0500000US48249,48249,"Jim Wells County, Texas",37896,49.8,1.9
0500000US48439,48439,"Tarrant County, Texas",1705872,72.3,0.3
0500000US51600,51600,"Fairfax city, Virginia",21550,68.2,2.2
0500000US48279,48279,"Lamb County, Texas",12763,63.1,2.4
0500000US48109,48109,"Culberson County, Texas",2183,36,7.3
0500000US36119,36119,"Westchester County, New York",899676,67.3,0.4
0500000US35005,35005,"Chaves County, New Mexico",60536,61.4,1.7
0500000US48029,48029,"Bexar County, Texas",1622139,58,0.3
0500000US48293,48293,"Limestone County, Texas",21971,82.5,1
0500000US37061,37061,"Duplin County, North Carolina",54951,81,0.6
0500000US12095,12095,"Orange County, Florida",1100104,66.5,0.4
0500000US08095,8095,"Phillips County, Colorado",4060,80.2,4.7
0500000US20209,20209,"Wyandotte County, Kansas",144677,75.7,0.7
0500000US48321,48321,"Matagorda County, Texas",34025,72,2
0500000US35031,35031,"McKinley County, New Mexico",66475,43.3,1.6
0500000US15005,15005,"Kalawao County, Hawaii",71,66.2,13.9
0500000US53017,53017,"Douglas County, Washington",36019,73,1.3
0500000US44007,44007,"Providence County, Rhode Island",590713,70.3,0.4
0500000US48375,48375,"Potter County, Texas",111372,69.4,0.9
0500000US48475,48475,"Ward County, Texas",10057,64.6,3.5
0500000US48157,48157,"Fort Bend County, Texas",564848,62.1,0.7
0500000US48105,48105,"Crockett County, Texas",3495,55.7,7.6
0500000US16063,16063,"Lincoln County, Idaho",4809,76.6,2.9
0500000US16077,16077,"Power County, Idaho",7016,73.1,3.5
0500000US12099,12099,"Palm Beach County, Florida",1268614,71.6,0.4
0500000US16053,16053,"Jerome County, Idaho",20342,75.6,2.2
0500000US08001,8001,"Adams County, Colorado",414409,71.6,0.7
0500000US48445,48445,"Terry County, Texas",11680,64.1,4
0500000US35025,35025,"Lea County, New Mexico",59945,58.1,1.5
0500000US13139,13139,"Hall County, Georgia",168962,73.8,0.6
0500000US06087,6087,"Santa Cruz County, California",249686,69,0.8
0500000US48453,48453,"Travis County, Texas",986314,68.7,0.4
0500000US48271,48271,"Kinney County, Texas",3352,41.9,6.4
0500000US06067,6067,"Sacramento County, California",1334860,68.8,0.4
0500000US48013,48013,"Atascosa County, Texas",42333,59.9,2
0500000US48311,48311,"McMullen County, Texas",583,47.5,11.6
0500000US12093,12093,"Okeechobee County, Florida",37061,75.7,1
0500000US06013,6013,"Contra Costa County, California",999645,66.7,0.4
0500000US48461,48461,"Upton County, Texas",3032,59,4.4
0500000US48273,48273,"Kleberg County, Texas",29648,50.5,3
0500000US08023,8023,"Costilla County, Colorado",3344,49.9,5
0500000US48115,48115,"Dawson County, Texas",12800,63.9,3.4
0500000US48421,48421,"Sherman County, Texas",2853,66.1,4
0500000US02070,2070,"Dillingham Census Area, Alaska",4444,60.1,2.5
0500000US32003,32003,"Clark County, Nevada",1840196,66.6,0.3
0500000US18087,18087,"LaGrange County, Indiana",33730,60,2.3
0500000US15003,15003,"Honolulu County, Hawaii",901756,72.2,0.4
0500000US34013,34013,"Essex County, New Jersey",732189,66.2,0.5
0500000US34003,34003,"Bergen County, New Jersey",863263,61.3,0.5
0500000US48435,48435,"Sutton County, Texas",3779,52.7,5.6
0500000US35033,35033,"Mora County, New Mexico",4513,39.7,7.6
0500000US48431,48431,"Sterling County, Texas",1243,72.5,9.1
0500000US20189,20189,"Stevens County, Kansas",5232,71.1,5.2
0500000US51059,51059,"Fairfax County, Virginia",1026672,62.7,0.4
0500000US12011,12011,"Broward County, Florida",1679692,62.2,0.4
0500000US48135,48135,"Ector County, Texas",128984,56.6,0.9
0500000US41049,41049,"Morrow County, Oregon",10422,70.7,1.7
0500000US20067,20067,"Grant County, Kansas",7162,67.4,4.5
0500000US48269,48269,"King County, Texas",313,76.4,14.8
0500000US08037,8037,"Eagle County, Colorado",48561,70.4,1.2
0500000US48111,48111,"Dallam County, Texas",6211,66.4,5
0500000US24031,24031,"Montgomery County, Maryland",924622,60.9,0.4
0500000US13135,13135,"Gwinnett County, Georgia",763848,67,0.5
0500000US17031,17031,"Cook County, Illinois",4870429,65.5,0.2
0500000US48195,48195,"Hansford County, Texas",5133,64.9,4.2
0500000US35013,35013,"Doña Ana County, New Mexico",195488,49,1
0500000US35053,35053,"Socorro County, New Mexico",16716,55.2,2.9
0500000US13313,13313,"Whitfield County, Georgia",94705,70,0.9
0500000US27105,27105,"Nobles County, Minnesota",19779,74,1.6
0500000US06113,6113,"Yolo County, California",190063,65.3,1
0500000US41027,41027,"Hood River County, Oregon",20931,71.8,1.4
0500000US06065,6065,"Riverside County, California",2067363,60.1,0.3
0500000US48003,48003,"Andrews County, Texas",14191,59.5,3.2
0500000US48131,48131,"Duval County, Texas",10963,34.3,3.7
0500000US12021,12021,"Collier County, Florida",311384,68.4,0.6
0500000US17089,17089,"Kane County, Illinois",480038,68.6,0.6
0500000US06055,6055,"Napa County, California",129798,65,1.2
0500000US36061,36061,"New York County, New York",1525012,59.6,0.4
0500000US48047,48047,"Brooks County, Texas",6562,34.1,6.7
0500000US05133,5133,"Sevier County, Arkansas",15697,71.4,1.3
0500000US48371,48371,"Pecos County, Texas",14393,47.8,2.9
0500000US06073,6073,"San Diego County, California",2931562,62.6,0.2
0500000US06021,6021,"Glenn County, California",26017,63.9,1.7
0500000US36087,36087,"Rockland County, New York",291186,62.7,0.8
0500000US48163,48163,"Frio County, Texas",16386,39.5,3.1
0500000US06099,6099,"Stanislaus County, California",478720,59.3,0.6
0500000US06071,6071,"San Bernardino County, California",1899465,58.9,0.3
0500000US34023,34023,"Middlesex County, New Jersey",766916,58.2,0.4
0500000US06111,6111,"Ventura County, California",774168,62.2,0.5
0500000US31047,31047,"Dawson County, Nebraska",22389,67.5,1
0500000US51683,51683,"Manassas city, Virginia",35983,63.6,1.6
0500000US39075,39075,"Holmes County, Ohio",38751,50.9,1.9
0500000US48495,48495,"Winkler County, Texas",6644,57,3.4
0500000US48165,48165,"Gaines County, Texas",16204,51,5
0500000US53025,53025,"Grant County, Washington",82236,66.8,1.1
0500000US35029,35029,"Luna County, New Mexico",23224,50.5,2.4
0500000US06029,6029,"Kern County, California",775294,57.9,0.5
0500000US13101,13101,"Echols County, Georgia",3887,76.8,6.5
0500000US06077,6077,"San Joaquin County, California",639313,60.1,0.6
0500000US48103,48103,"Crane County, Texas",4117,51.6,2.9
0500000US19021,19021,"Buena Vista County, Iowa",18874,70.5,0.8
0500000US25025,25025,"Suffolk County, Massachusetts",694481,62.6,0.4
0500000US06083,6083,"Santa Barbara County, California",399470,59.8,0.4
0500000US20187,20187,"Stanton County, Kansas",2002,65.3,6.6
0500000US53077,53077,"Yakima County, Washington",223339,60.4,0.7
0500000US31043,31043,"Dakota County, Nebraska",19059,63.6,2.3
0500000US06001,6001,"Alameda County, California",1437726,56.9,0.3
0500000US06039,6039,"Madera County, California",139475,55.9,1.1
0500000US06101,6101,"Sutter County, California",87829,63,1.1
0500000US12097,12097,"Osceola County, Florida",261418,52.2,0.9
0500000US12027,12027,"DeSoto County, Florida",32514,70.8,1.4
0500000US06069,6069,"San Benito County, California",52069,61.4,1.8
0500000US06031,6031,"Kings County, California",139092,57.2,1.1
0500000US06019,6019,"Fresno County, California",860123,56.3,0.5
0500000US48489,48489,"Willacy County, Texas",20554,54.6,4.1
0500000US06081,6081,"San Mateo County, California",683368,54,0.5
0500000US20055,20055,"Finney County, Kansas",33354,60.9,1.9
0500000US48113,48113,"Dallas County, Texas",2218956,59.4,0.2
0500000US48117,48117,"Deaf Smith County, Texas",17391,48.4,3.2
0500000US48017,48017,"Bailey County, Texas",6482,50.9,8.7
0500000US48449,48449,"Titus County, Texas",29541,63.8,1.2
0500000US48383,48383,"Reagan County, Texas",3220,49.2,5.3
0500000US34039,34039,"Union County, New Jersey",504805,58.1,0.5
0500000US48201,48201,"Harris County, Texas",3843679,57.5,0.2
0500000US20057,20057,"Ford County, Kansas",30920,54.7,1.7
0500000US48357,48357,"Ochiltree County, Texas",9504,57.3,2.3
0500000US06059,6059,"Orange County, California",2859603,54.5,0.2
0500000US48069,48069,"Castro County, Texas",7341,52.2,3.5
0500000US06011,6011,"Colusa County, California",19596,53.7,1.9
0500000US06085,6085,"Santa Clara County, California",1688748,48.8,0.3
0500000US40139,40139,"Texas County, Oklahoma",19343,61.9,1.9
0500000US48079,48079,"Cochran County, Texas",2823,56.1,4.4
0500000US48369,48369,"Parmer County, Texas",9297,50.6,2.2
0500000US34031,34031,"Passaic County, New Jersey",468218,52.3,0.6
0500000US04027,4027,"Yuma County, Arizona",183890,48.8,0.8
0500000US12049,12049,"Hardee County, Florida",25192,59.3,2
0500000US06075,6075,"San Francisco County, California",780888,55,0.4
0500000US06107,6107,"Tulare County, California",405633,50.8,0.7
0500000US48261,48261,"Kenedy County, Texas",502,69.5,17.6
0500000US48247,48247,"Jim Hogg County, Texas",4951,18.1,4.8
0500000US48283,48283,"La Salle County, Texas",6377,37.6,6.4
0500000US02016,2016,"Aleutians West Census Area, Alaska",5332,52.6,2.5
0500000US06047,6047,"Merced County, California",236786,47.5,1.1
0500000US48389,48389,"Reeves County, Texas",12862,37.9,2.3
0500000US48095,48095,"Concho County, Texas",3913,64.8,4.1
0500000US36047,36047,"Kings County, New York",2355264,53.7,0.2
0500000US48341,48341,"Moore County, Texas",20028,45.9,2
0500000US02050,2050,"Bethel Census Area, Alaska",15477,33.3,2
0500000US51685,51685,"Manassas Park city, Virginia",13785,55.6,2.8
0500000US48127,48127,"Dimmit County, Texas",9496,29.2,4
0500000US48465,48465,"Val Verde County, Texas",44648,27.8,1.8
0500000US12051,12051,"Hendry County, Florida",35284,55.2,2.1
0500000US31037,31037,"Colfax County, Nebraska",9566,59.4,1.7
0500000US36005,36005,"Bronx County, New York",1291504,42.9,0.4
0500000US34017,34017,"Hudson County, New Jersey",601083,40.8,0.6
0500000US06037,6037,"Los Angeles County, California",9247301,43.2,0.2
0500000US48501,48501,"Yoakum County, Texas",7271,48.7,3.3
0500000US53021,53021,"Franklin County, Washington",73209,52.4,1.3
0500000US06053,6053,"Monterey County, California",387506,47.4,0.6
